Date,rank,title,search,summary,source,link
22/11/2018,1,North Sentinel Island,500K+,"American missionary, adventurer killed by tribe members on restricted and ...",USA TODAY | 18h ago,https://www.usatoday.com/story/news/world/2018/11/21/american-believed-killed-isolated-tribe-north-sentinel-island-india/2076608002/
22/11/2018,2,LFO,200K+,LFO Singer Devin Lima Dies at 41,Variety | 11h ago,https://variety.com/2018/music/news/devin-lima-dead-dies-lfo-1203034421/
22/11/2018,3,Happy Thanksgiving,200K+,"'Happy Thanksgiving,' Netanyahu wishes Americans in video",The Times of Israel | 5h ago,https://www.timesofisrael.com/happy-thanksgiving-netanyahu-wishes-americans-in-video/
22/11/2018,4,Square One,100K+,Colts Neck fire: Keith Caneiro brother Paul was first hire for fledgling tech ...,Asbury Park Press | 11h ago,https://www.app.com/story/news/crime/jersey-mayhem/2018/11/21/colts-neck-fire-keith-caneiro-and-brother-had-booming-tech-business/2077238002/
22/11/2018,5,Joyner Lucas,100K+,Hip-Hop Reacts to Tory Lanez and Joyner Lucas' Diss Tracks,XXLMAG.COM | 11h ago,http://www.xxlmag.com/news/2018/11/hip-hop-reacts-tory-lanez-joyner-lucas-diss-tracks/
22/11/2018,6,How to cook a turkey,100K+,How to cook a turkey: Elementary students share cooking tips on cooking up a ...,Hickory Daily Record | 17h ago,https://www.hickoryrecord.com/news/how-to-cook-a-turkey-elementary-students-share-cooking-tips/article_c89b1e78-ecec-11e8-a245-b7dbbace015a.html
22/11/2018,7,Tulsi Gabbard,100K+,Rep. Tulsi Gabbard eviscerates Trump as 'Saudi Arabia's bitch',NBCNews.com | 8h ago,https://www.nbcnews.com/politics/congress/rep-tulsi-gabbard-eviscerates-trump-saudi-arabia-s-bitch-n939011
22/11/2018,8,adenovirus,100K+,University of Maryland freshman dies from adenovirus-related illness,CNN | 15h ago,https://www.cnn.com/2018/11/21/health/university-of-maryland-death-adenovirus/index.html
22/11/2018,9,Aaron Rodgers,100K+,Aaron Rodgers donating $1 million for California wildfire victims,ESPN | 10h ago,http://www.espn.com/nfl/story/_/id/25340525/green-bay-packers-aaron-rodgers-donate-1-million-victims-california-wildfires
22/11/2018,10,Sarah Michelle Gellar,50K+,Sarah Michelle Gellar apologizes for Thanksgiving lingerie post,CNN | 11h ago,https://www.cnn.com/2018/11/21/entertainment/sarah-michelle-gellar-post/index.html
22/11/2018,11,Macy's Thanksgiving Day Parade,50K+,Teen in wheelchair marches in Macy's Thanksgiving Day Parade with a little ...,NBCNews.com | 5h ago,https://www.nbcnews.com/nightly-news/teen-wheelchair-marches-macy-s-thanksgiving-day-parade-little-help-n938446
22/11/2018,12,Cheesecake Recipe,50K+,Pumpkin Crème Brûlée Cheesecake Bars,Delish.com | 9h ago,https://www.delish.com/cooking/recipe-ideas/a25132575/pumpkin-creme-brulee-cheesecake-bars-recipe/
22/11/2018,13,Apple Pie,50K+,Farmer's Table: Apple Custard Pie,Charleston Gazette-Mail | 14h ago,https://www.wvgazettemail.com/metrokanawha/farmer-s-table-apple-custard-pie/article_70c834fa-20b9-5d1a-9740-5883373232d0.html
22/11/2018,14,liquor Store,50K+,"Wegmans, affiliates to pay $1.1M in fines for illegally operating liquor stores",Buffalo News | 4h ago,https://buffalonews.com/2018/11/21/wegmans-to-pay-1-1-million-in-fines-for-illegally-operating-liquor-stores/
22/11/2018,15,Gwen Stefani,50K+,Power couple Gwen Stefani and Blake Shelton release holiday music video together,ABC News | 9h ago,https://abcnews.go.com/GMA/Culture/power-couple-gwen-stefani-blake-shelton-release-holiday/story?id=59339494
22/11/2018,16,The Front Runner,50K+,Where's Donna Rice In 2018? 'The Front Runner' Shows How Her Life Was Upended ...,Bustle | 5h ago,https://www.bustle.com/p/wheres-donna-rice-in-2018-the-front-runner-shows-how-her-life-was-upended-by-political-scandal-13135920
22/11/2018,17,green bean casserole Recipe,50K+,Make this green bean casserole ahead of the party and relax,Uniontown Herald Standard | 19h ago,https://www.heraldstandard.com/food/make-this-green-bean-casserole-ahead-of-the-party-and/article_5a2f34f0-8e33-5ae7-af12-003b0ff927c8.html
22/11/2018,18,Pusha T,50K+,Brawl at Pusha T Concert Leaves One Man in Critical Condition After Being ...,PEOPLE.com | 10h ago,https://people.com/music/pusha-t-toronto-concert-brawl/
22/11/2018,19,Aus vs Ind,50K+,"India vs Australia, 1st T20I at Brisbane Highlights - As It Happened",News18 | 14h ago,https://www.news18.com/cricketnext/news/india-vs-australia-1st-t20i-at-brisbane-highlights-as-it-happened-1945087.html
22/11/2018,20,pie Crust,50K+,Experts dish on perfect pie crusts,Virgin Islands Daily News | 20h ago,http://www.virginislandsdailynews.com/ap/experts-dish-on-perfect-pie-crusts/article_c8a67ef8-4914-52e7-9c60-92313137e24b.html
21/11/2018,1,Romaine Lettuce,2M+,Investigators Tracking Latest Romaine Lettuce Outbreak Are Feeling Some Deja Vu,NPR | 3h ago,https://www.npr.org/sections/thesalt/2018/11/21/670129616/romaine-lettuce-investigators-feeling-some-deja-vu
21/11/2018,2,Duke Basketball,500K+,College basketball rankings: No. 1 Duke looks for a third top-10 win Wednesday ...,CBSSports.com | 10h ago,https://www.cbssports.com/college-basketball/news/college-basketball-rankings-no-1-duke-looks-for-a-third-top-10-win-wednesday-when-it-battles-gonzaga/
21/11/2018,3,Ralph Breaks the Internet,200K+,'Ralph Breaks the Internet' to Stuff Box Office Competition With $80 Million-Plus,Variety | 4h ago,https://variety.com/2018/film/news/ralph-breaks-the-internet-thanksgiving-box-office-beating-competition-1203034921/
21/11/2018,4,lettuce recall,200K+,Missing romaine lettuce amid the CDC recall? Try these 5 delicious salad greens,Today Show | 4h ago,https://www.today.com/food/cdc-romaine-lettuce-recall-5-types-lettuce-are-safe-eat-t143251
21/11/2018,5,Mexico vs Argentina,200K+,"Argentina volvió a superar a México, gracias a Icardi y Dybala",ESPN Deportes | 1d ago,http://espndeportes.espn.com/futbol/reporte?juegoId=527646
21/11/2018,6,Grace Hightower,200K+,Robert De Niro and Grace Hightower separate,CNN | 9h ago,https://www.cnn.com/2018/11/21/entertainment/robert-de-niro-wife-split/index.html
21/11/2018,7,Creed II,100K+,Creed II is no Creed. But it's a pretty good Rocky sequel.,Vox | 10h ago,https://www.vox.com/culture/2018/11/21/18104033/creed-ii-review-2-rocky-sequel-michael-b-jordan-sylvester-stallone
21/11/2018,8,JR Smith,100K+,Potential Trade Destinations for JR Smith,Sports Illustrated | 7h ago,https://www.si.com/nba/2018/11/21/jr-smith-cleveland-cavaliers-possible-trade-destinations
21/11/2018,9,Macys Black Friday,100K+,"Black Friday 2018: What time do Macy's, Walmart, Best Buy and other stores open?",Atlanta Journal Constitution | 11h ago,https://www.ajc.com/news/national/black-friday-2018-what-time-macy-walmart-best-buy-and-other-stores-open/MOaS7uMrNrljd81VsADwyO/
21/11/2018,10,Facebook down,100K+,Facebook down: Users report issues loading social network,Syracuse.com | 1d ago,https://www.syracuse.com/expo/news/erry-2018/11/b18d8a89f41618/facebook-down-users-report-iss.html
21/11/2018,11,Green Book,100K+,'Green Book' Offers By-The-Book Uplift,NPR | 5h ago,https://www.npr.org/2018/11/21/669234619/green-book-offers-by-the-book-uplift
21/11/2018,12,Adrian Beltre,100K+,"Intense and eccentric, no one had more fun than Adrian Beltre",ESPN | 1d ago,http://www.espn.com/mlb/story/_/id/25331626/intense-eccentric-had-more-fun-adrian-beltre
21/11/2018,13,Tiger vs Phil,50K+,"Tiger vs. Phil is a TV event, a gambling event and a head game all rolled into one",Golf.com | 6h ago,https://www.golf.com/tour-and-news/2018/11/21/tiger-vs-phil-the-match-gambling-game-head-game/
21/11/2018,14,Chris Zylka,50K+,Kathy Hilton Weighs in on Paris Hilton and Chris Zylka's Relationship Weeks ...,Us Weekly | 1d ago,https://www.usmagazine.com/celebrity-news/news/kathy-hilton-on-paris-hilton-chris-zylkas-relationship-before-split/
21/11/2018,15,6ix9ine Going to Jail,50K+,Tekashi 6ix9ine: What the latest charges could mean for the US rapper,BBC News | 1d ago,https://www.bbc.com/news/newsbeat-46278548
21/11/2018,16,Kemba Walker,50K+,Kemba Walker knows. Michael Jordan knows. But they both still need a second.,Charlotte Observer | 1d ago,https://www.charlotteobserver.com/sports/nba/charlotte-hornets/article221890265.html
21/11/2018,17,James Wiseman,50K+,Examining full state of UK recruiting after losing nation's top player,Courier Journal | 1d ago,https://www.courier-journal.com/story/sports/college/kentucky/2018/11/20/kentucky-basketball-recruiting-james-wiseman-picks-memphis/2049605002/
21/11/2018,18,Ellen Pompeo,50K+,Ellen Pompeo talks lack of diversity in Net-a-Porter interview,Today Show | 8h ago,https://www.today.com/style/ellen-pompeo-talks-lack-diversity-net-porter-interview-t143173
21/11/2018,19,Chrissy Teigen,50K+,"Chrissy Teigen Jokes John Legend Wrote ""All of Me"" About Her Feet",E! Online | 7h ago,https://www.eonline.com/news/989656/chrissy-teigen-jokes-john-legend-wrote-all-of-me-about-her-feet
21/11/2018,20,Fire & Blood,20K+,Fire & Blood: 6 Game of Thrones Easter Eggs from George RR Martin's New Book,Vanity Fair | 1d ago,https://www.vanityfair.com/hollywood/2018/11/fire-and-blood-spoilers-game-of-thrones-easter-eggs-daenerys-dragon-eggs-tyrion-targaryen
20/11/2018,1,Rams,2M+,Rams outlast Chiefs 54-51 in record Monday night showdown,Associated Press (press release) (blog) | 1d ago,https://www.apnews.com/068564c5fefd42dcbe3f90c5fb173355
20/11/2018,2,Racketeering,2M+,Tekashi 6ix9ine And The Meaning Of Racketeering,Forbes | 1d ago,https://www.forbes.com/sites/legalentertainment/2018/11/20/tekashi69-and-the-meaning-of-racketeering/
20/11/2018,3,Mercy Hospital Chicago,1M+,Gunman who went on rampage at Mercy Hospital had troubled history ...,Chicago Tribune | 1d ago,https://www.chicagotribune.com/news/local/breaking/ct-met-chicago-mercy-hospital-shooting-20181120-story.html
20/11/2018,4,Dancing With the Stars,500K+,Biggest upset in 'Dancing With the Stars' history? Bobby Bones wins in ...,Washington Post | 1d ago,https://www.washingtonpost.com/arts-entertainment/2018/11/20/biggest-upset-dancing-with-stars-history-bobby-bones-wins-shocking-finale/
20/11/2018,5,James Paxton,200K+,"Making sense of the Yankees' trade for Mariners ace James Paxton, and what's ...",CBSSports.com | 1d ago,https://www.cbssports.com/mlb/news/making-sense-of-the-yankees-trade-for-mariners-ace-james-paxton-and-whats-ahead-for-both-clubs/
20/11/2018,6,Chris Watts,200K+,"Community mourns victims of Watts killing: 'It's sad for Frederick, it's sad ...",The Coloradoan | 1d ago,https://www.coloradoan.com/story/news/2018/11/20/frederick-colorado-mourns-chris-watts-murder-victims/2055358002/
20/11/2018,7,Gymshark,200K+,"Gymshark, the affordable workout gear company of gym-goers everywhere, just ...",Business Insider | 2d ago,https://www.businessinsider.com/gymshark-black-friday-sale-2018-11
20/11/2018,8,Bitcoin Price,200K+,Floor Found? Bitcoin Price Bounces As Sell-Off Slows,Forbes | 1d ago,https://www.forbes.com/sites/billybambrough/2018/11/20/floor-found-bitcoin-price-bounces-as-sell-off-slows/
20/11/2018,9,Once Upon a Deadpool,200K+,"'Once Upon a Deadpool' Leans Hard on a Nickelback Joke, Makes Light of ...",Fatherly | 2d ago,https://www.fatherly.com/news/once-upon-a-deadpool-makes-fun-of-pg-13-nickleback-and-unemployment/
20/11/2018,11,Mareli Miniutti,200K+,"Michael Avenatti accuser Mareli Miniutti says he dragged her, left her with ...",NBCNews.com | 1d ago,https://www.nbcnews.com/news/us-news/michael-avenatti-accuser-says-he-dragged-her-left-her-marks-n938656
20/11/2018,12,Robin Hood,100K+,'Robin Hood' reboot is an unworthy bloody knockoff,New York Post | 2d ago,https://nypost.com/2018/11/19/robin-hood-reboot-is-an-unworthy-bloody-knockoff/
20/11/2018,13,Ivanka Trump,100K+,Congress to probe Ivanka Trump's private email use in WH,Washington Post | 1d ago,https://www.washingtonpost.com/politics/congress/congress-to-probe-ivanka-trumps-private-email-use-in-wh/2018/11/20/b7718d82-ed26-11e8-8b47-bd0975fd6199_story.html
20/11/2018,14,Turkey,100K+,Turkey seeks extradition of exiled cleric from US,Cleveland 19 News | 1d ago,https://www.cleveland19.com/2018/11/20/pompeo-cites-positive-momentum-us-turkey-ties/
20/11/2018,15,Kelsea Ballerini,100K+,"Country singer, Knoxville-native Kelsea Ballerini helps to honor wildfire victims",WATE 6 On Your Side | 1d ago,https://www.wate.com/news/national-world/tennessee-country-pop-singer-kelsea-ballerini-performs-at-ramschiefs-halftime-show/1607993756
20/11/2018,16,Mark Sanchez,100K+,Redskins sign Mark Sanchez to back up quarterback Colt McCoy,Washington Post | 2d ago,https://www.washingtonpost.com/sports/2018/11/19/redskins-sign-veteran-quarterback-mark-sanchez/
20/11/2018,17,Tyreek Hill,100K+,Kansas City's Tyreek Hill is the NFL's Mr. Excitement,Touchdown Wire | 1d ago,https://touchdownwire.usatoday.com/2018/11/20/kansas-citys-tyreek-hill-is-the-nfls-mr-excitement/
20/11/2018,18,Alex Smith Injuries,100K+,Alex Smith's injury is especially painful for those who know him best,Washington Post | 2d ago,https://www.washingtonpost.com/sports/redskins/alex-smiths-injury-is-especially-painful-for-those-who-know-him-best/2018/11/19/39af152c-ec18-11e8-96d4-0d23f2aaad09_story.html
20/11/2018,19,Best Buy Black Friday ads 2018,100K+,"Black Friday ads 2018: Amazon, Walmart, Best Buy, Target and more reveal their ...",CNET | 3d ago,https://www.cnet.com/news/black-friday-ads-2018-the-full-ad-scans-deals-amazon-walmart-best-buy-target-newegg-kohls-gamestop-office-depot/
20/11/2018,20,Jcpenney Black Friday,100K+,These are the stores with the best Black Friday discounts,Business Insider | 2d ago,https://www.businessinsider.com/best-black-friday-discounts-store-ranked-2018-11
19/11/2018,1,Alex Smith,2M+,The details on Alex Smith's gruesome injury are even worse than you expected,NBCSports.com | 1d ago,https://www.nbcsports.com/washington/redskins/details-alex-smiths-gruesome-injury-are-even-worse-you-expected
19/11/2018,2,Chicago Bears,1M+,"Bears, Matt Nagy have quick turnaround with Thursday day game",ESPN | 2d ago,http://www.espn.com/nfl/story/_/id/25324226/chicago-bears-forced-quickly-turn-focus-detroit-lions
19/11/2018,3,Dallas Cowboys,1M+,"Dallas Cowboys rookie star, defense keep rising headed into showdown with Redskins",Fort Worth Star Telegram | 3d ago,https://www.star-telegram.com/sports/nfl/dallas-cowboys/article221871085.html
19/11/2018,4,Steelers,1M+,'We can use this': Steelers get ultimate win-win in Jax,ESPN (blog) | 2d ago,http://www.espn.com/blog/afcnorth/post/_/id/95980/we-can-use-this-steelers-get-ultimate-win-win-in-jax
19/11/2018,5,Survivor Series 2018,500K+,"WWE Survivor Series 2018 Review: Raw Obliterated SmackDown Live 6-0, But So ...",Forbes | 2d ago,https://www.forbes.com/sites/alfredkonuwa/2018/11/19/wwe-survivor-series-2018-review-raw-obliterated-smackdown-live-6-0-but-so-what-this-ppv-was-great/
19/11/2018,6,Ravens,500K+,Ravens dispute video evidence that Yanda spit on Burfict,ESPN | 2d ago,http://www.espn.com/nfl/story/_/id/25320709/ravens-deny-marshal-yanda-spit-vontaze-burfict
19/11/2018,7,Giants,500K+,Takeaways From The Giants' 38-35 Win Over Tampa Bay,Forbes | 2d ago,https://www.forbes.com/sites/patriciatraina/2018/11/19/takeaways-from-the-giants-38-35-win-over-tampa-bay/
19/11/2018,8,Eagles vs Saints,200K+,"Saints vs. Eagles odds, line: Picks and predictions from proven expert who's ...",CBSSports.com | 3d ago,https://www.cbssports.com/nfl/news/saints-vs-eagles-odds-line-picks-and-predictions-from-proven-expert-whos-15-5-on-new-orleans-games/
19/11/2018,9,Broncos,200K+,Von Miller keeps Broncos' hopes alive with 'huge' effort,ESPN (blog) | 2d ago,http://www.espn.com/blog/nflnation/post/_/id/287642/von-miller-keeps-broncos-hopes-alive-with-huge-effort
19/11/2018,10,Panthers,200K+,Panthers' Vincent Trocheck taken off ice on stretcher with leg injury,ESPN | 1d ago,http://www.espn.com/nfl/story/_/id/25328141/vincent-trocheck-florida-panthers-taken-ice-stretcher
19/11/2018,11,Steve Carell,200K+,Steve Carell's 'Saturday Night Live' monologue turned into a mini 'Office' reunion,Washington Post | 3d ago,https://www.washingtonpost.com/arts-entertainment/2018/11/18/steve-carells-saturday-night-live-monologue-turned-into-mini-office-reunion/
19/11/2018,12,Condoleezza Rice,200K+,Source: Browns want to interview Condoleezza Rice for head-coaching job,ESPN | 3d ago,http://www.espn.com/nfl/story/_/id/25310452/cleveland-browns-want-interview-condoleezza-rice-head-coaching-job
19/11/2018,13,Washington State Football,100K+,Washington State Football: 5 takeaways from 69-28 win over Arizona,Emerald City Swagger | 3d ago,https://emeraldcityswagger.com/2018/11/18/washington-state-football-5-takeaways-69-28-win-arizona/
19/11/2018,14,Iowa State Football,100K+,Football: Texas physicality overwhelms Iowa State,Ames Tribune | 3d ago,http://www.amestrib.com/sports/20181118/football-texas-physicality-overwhelms-iowa-state
19/11/2018,15,Raiders vs Cardinals,100K+,"Raiders vs. Cardinals: 4 Winners, 4 Losers",Silver and Black Pride | 3d ago,https://www.silverandblackpride.com/2018/11/18/18101975/raiders-vs-cardinals-4-winners-4-losers
19/11/2018,16,Sophia Floersch,100K+,'No fear of paralysis' for Sophia Floersch after horror F3 crash,ESPN | 2d ago,http://www.espn.com/f1/story/_/id/25321180/no-fear-paralysis-sophia-floersch-horror-f3-crash
19/11/2018,17,Carolina Panthers,100K+,Notable bets: 'Square dog' Chiefs getting majority of MNF action,ESPN | 2d ago,http://www.espn.com/chalk/story/_/id/25320667/gambling-recap-bettors-lose-alabama-first-half-carolina-panthers-atlanta-falcons-vegas-books-another-good-weekend
19/11/2018,18,Tim Green,100K+,Tim Green talks ALS fight on 60 Minutes: 'Life can never be long enough',Syracuse.com | 2d ago,https://www.syracuse.com/orangefootball/index.ssf/2018/11/tim_green_talks_als_fight_on_60_minutes_life_can_never_be_long_enough.html
19/11/2018,19,Warriors vs Spurs,100K+,"Warriors vs. Spurs: Watch NBA online, live stream, TV channel, time, odds ...",CBSSports.com | 3d ago,https://www.cbssports.com/nba/news/warriors-vs-spurs-watch-nba-online-live-stream-tv-channel-time-odds-analysis-picks/
19/11/2018,20,Jonestown,50K+,"40 years later, Rep. Speier looks back on surviving Jonestown",PBS NewsHour | 2d ago,https://www.pbs.org/newshour/show/40-years-later-rep-speier-looks-back-on-surviving-jonestown
18/11/2018,1,Ohio State,500K+,Ohio State's 51-game streak as betting favorite on line vs. Michigan,ESPN | 3d ago,http://www.espn.com/chalk/story/_/id/25315975/ohio-state-buckeyes-+35-open-rare-underdogs-vs-michigan-wolverines
18/11/2018,2,Alabama,500K+,8 reasons The Citadel's first half against Alabama was incredible,SB Nation | 4d ago,https://www.sbnation.com/college-football/2018/11/17/18100151/alabama-citadel-first-half-score-updates
18/11/2018,3,UCF football,200K+,Josh Heupel on UCF's victory: 'This is big-time football',ESPN | 3d ago,http://www.espn.com/college-football/story/_/id/25309083/josh-heupel-says-ucf-showed-big-football-win-cincinnati
18/11/2018,4,Notre Dame,200K+,"With Poise and Pinstripes, Notre Dame Rolls Past Syracuse in the Bronx",New York Times | 4d ago,https://www.nytimes.com/2018/11/17/sports/notre-dame-syracuse-college-football.html
18/11/2018,5,Lakers vs Magic,200K+,Lakers vs Magic LIVE stream: How to watch LeBron James in NBA action online ...,Express.co.uk | 4d ago,https://www.express.co.uk/sport/othersport/1046812/Lakers-Magic-LIVE-stream-LeBron-James-NBA
18/11/2018,6,Kim Porter death,200K+,Kim Porter's Cause of Death Remains a Mystery as Her Death Certificate Is Released,PEOPLE.com | 2d ago,https://people.com/music/kim-porter-cause-of-death-deferred-death-certificate-released/
18/11/2018,7,Indiana vs Michigan,200K+,Michigan vs. Indiana score: No. 4 Wolverines survive to set up winner-take-all ...,CBSSports.com | 4d ago,https://www.cbssports.com/college-football/news/michigan-vs-indiana-score-no-4-wolverines-survive-to-set-up-winner-take-all-against-ohio-state/
18/11/2018,8,Syracuse football,100K+,Syracuse football drops in AP poll after blowout loss to Notre Dame,Syracuse.com | 3d ago,https://www.syracuse.com/orangefootball/index.ssf/2018/11/syracuse_football_drops_in_ap_poll.html
18/11/2018,9,Warriors vs Mavericks,100K+,"Warriors vs. Mavericks watch guide: Lineups, injury report, player usage",NBCSports.com | 4d ago,https://www.nbcsports.com/bayarea/warriors/warriors-vs-mavericks-watch-guide-lineups-injury-report-player-usage
18/11/2018,11,Wisconsin Badgers football,50K+,Grading Wisconsin's win vs. Purdue,Bucky's 5th Quarter | 3d ago,https://www.buckys5thquarter.com/2018/11/17/18100319/wisconsin-purdue-football-grades-2018-jonathan-taylor
18/11/2018,12,Southwest Airlines Flights,50K+,Southwest Airlines Adding New Cayman Islands Flights,Caribbean Journal | 3d ago,https://www.caribjournal.com/2018/11/18/southwest-airlines-adding-new-cayman-islands-flights/
